trigger,invocation_count,window_start_s
http,9667615,313200
http,9780891,316800
http,9461024,320400
http,9439566,324000
http,9369570,327600
http,9542284,331200
http,9278075,334800
http,8601572,338400
http,8186559,342000
http,8128316,345600
http,7810208,349200
http,7402069,352800
http,7256658,356400
http,7559932,360000
http,7850517,363600
http,8920764,367200
http,9222539,370800
http,8915447,374400
http,8917105,378000
http,8953527,381600
http,9323840,385200
http,9339005,388800
http,9904955,392400
http,9770824,396000
http,10040075,399600
http,9346151,403200
http,9364107,406800
http,9035138,410400
http,9153547,414000
http,8809137,417600
http,8561472,421200
http,7949597,424800
http,7498723,428400
http,7539528,432000
http,7589455,435600
http,7345253,439200
http,7147858,442800
http,7198781,446400
http,7513570,450000
http,7824437,453600
http,8050538,457200
http,7684854,460800
http,7672394,464400
http,7845837,468000
http,8318761,471600
http,7927848,475200
http,7956847,478800
http,7860188,482400
http,7771337,486000
http,8035857,489600
http,7891477,493200
http,7683958,496800
http,7578669,500400
http,7512007,504000
http,7594763,507600
http,7344357,511200
http,7152662,514800
http,7225394,518400
http,7331623,522000
http,7011734,525600
http,6884969,529200
http,6924718,532800
http,7004462,536400
http,7262284,540000
http,7642483,543600
http,7524503,547200
http,7613366,550800
http,7667951,554400
http,7697055,558000
http,7791347,561600
http,7940423,565200
http,7946915,568800
http,7990096,572400
http,8159092,576000
http,8221955,579600
http,8122475,583200
http,8050208,586800
http,7960875,590400
http,8038496,594000
http,7660686,597600
http,7415089,601200
http,7533121,604800
http,7594634,608400
http,7457876,612000
http,7376302,615600
http,7422990,619200
http,7688953,622800
http,8323375,626400
http,9035201,630000
http,8416138,633600
http,8353130,637200
http,8395338,640800
http,8846066,644400
http,9636420,648000
http,9620128,651600
http,9840699,655200
http,9401713,658800
http,9251920,662400
http,9240516,666000
http,8701640,669600
http,8810184,673200
http,8896250,676800
http,8921081,680400
http,8463162,684000
http,8040299,687600
http,8014690,691200
http,7758366,694800
http,7610018,698400
http,7507869,702000
http,7507101,705600
http,7733988,709200
http,8004166,712800
http,8464462,716400
http,8546592,720000
http,8602200,723600
http,8551051,727200
http,8654172,730800
http,8915371,734400
http,9675056,738000
http,9656189,741600
http,9206768,745200
http,8993811,748800
http,16665069,752400
http,11449070,756000
http,9589168,759600
http,9852041,763200
http,9871155,766800
http,9325949,770400
http,9052593,774000
http,8991382,777600
http,8961150,781200
http,8844564,784800
http,8581043,788400
http,7852571,792000
http,7701195,795600
http,8108838,799200
http,8285870,802800
http,8219655,806400
http,8651613,810000
http,8504469,813600
http,8518398,817200
http,8804683,820800
http,9302616,824400
http,9294784,828000
http,9793566,831600
http,9198762,835200
http,9039627,838800
http,9021733,842400
http,8790324,846000
http,8648284,849600
http,8680688,853200
http,8132946,856800
http,7923527,860400
http,8066259,864000
http,7813920,867600
http,7532139,871200
http,7313238,874800
http,7415807,878400
http,7481623,882000
http,7778049,885600
http,8372624,889200
http,8373621,892800
http,8835667,896400
http,8189684,900000
http,8496509,903600
http,9074281,907200
http,9262918,910800
http,9125734,914400
http,8973846,918000
http,8941397,921600
http,8987535,925200
http,8902615,928800
http,8816106,932400
http,8635475,936000
http,8573508,939600
http,7972881,943200
http,7614777,946800
http,7734879,950400
http,7833146,954000
http,7461866,957600
http,7340441,961200
http,7549595,964800
http,7606524,968400
http,7672457,972000
http,7955624,975600
http,8048177,979200
http,8173603,982800
http,8180912,986400
http,8486839,990000
http,8797330,993600
http,9106032,997200
http,9210455,1000800
http,9050579,1004400
http,9326174,1008000
http,8959396,1011600
http,8589709,1015200
http,8626973,1018800
http,8403378,1022400
http,8181184,1026000
http,7808899,1029600
http,7555152,1033200
http,7692287,1036800
http,7567380,1040400
http,7398486,1044000
http,7210293,1047600
http,7127224,1051200
http,7246471,1054800
http,7305935,1058400
http,7689883,1062000
http,7640701,1065600
http,7664801,1069200
http,7617853,1072800
http,7543972,1076400
http,7681145,1080000
http,7978661,1083600
http,8070129,1087200
http,8170971,1090800
http,8392857,1094400
http,8229051,1098000
http,8049798,1101600
http,7834158,1105200
http,7757757,1108800
http,7724768,1112400
http,7601623,1116000
http,7450440,1119600
http,7497241,1123200
http,7430179,1126800
http,7223614,1130400
http,7076762,1134000
http,7039285,1137600
http,7101271,1141200
http,7280458,1144800
http,7735998,1148400
http,7860258,1152000
http,7675995,1155600
http,7616604,1159200
http,7620251,1162800
http,7864717,1166400
http,8052788,1170000
http,8225775,1173600
http,8205558,1177200
http,8276120,1180800
http,8345395,1184400
http,8307782,1188000
http,8175761,1191600
http,8312103,1195200
http,8342206,1198800
http,7942588,1202400
http,7842491,1206000
orchestration,384336,0
orchestration,334476,3600
orchestration,318581,7200
orchestration,337616,10800
orchestration,370029,14400
orchestration,310722,18000
orchestration,572265,21600
orchestration,774302,25200
orchestration,906360,28800
orchestration,962390,32400
orchestration,712437,36000
orchestration,401625,39600
orchestration,436751,43200
orchestration,413448,46800
orchestration,380079,50400
orchestration,398426,54000
orchestration,411365,57600
orchestration,389524,61200
orchestration,422429,64800
orchestration,372291,68400
orchestration,351869,72000
orchestration,369721,75600
orchestration,377018,79200
orchestration,345556,82800
orchestration,380655,86400
orchestration,346452,90000
orchestration,337756,93600
orchestration,358222,97200
orchestration,402973,100800
orchestration,330601,104400
orchestration,542011,108000
orchestration,739229,111600
orchestration,911635,115200
orchestration,925623,118800
orchestration,770923,122400
orchestration,616855,126000
orchestration,495749,129600
orchestration,401798,133200
orchestration,390410,136800
orchestration,425940,140400
orchestration,393228,144000
orchestration,421778,147600
orchestration,440295,151200
orchestration,413832,154800
orchestration,398787,158400
orchestration,380220,162000
orchestration,418298,165600
orchestration,365041,169200
orchestration,386770,172800
orchestration,353381,176400
orchestration,360639,180000
orchestration,373758,183600
orchestration,388002,187200
orchestration,321965,190800
orchestration,325575,194400
orchestration,312707,198000
orchestration,660864,201600
orchestration,739337,205200
orchestration,902996,208800
orchestration,747713,212400
orchestration,728728,216000
orchestration,451219,219600
orchestration,405866,223200
orchestration,386994,226800
orchestration,420804,230400
orchestration,446898,234000
orchestration,476439,237600
orchestration,437590,241200
orchestration,508282,244800
orchestration,404862,248400
orchestration,388896,252000
orchestration,357382,255600
orchestration,387499,259200
orchestration,348264,262800
orchestration,367968,266400
orchestration,368778,270000
orchestration,376895,273600
orchestration,343648,277200
orchestration,548264,280800
orchestration,867975,284400
orchestration,987382,288000
orchestration,912290,291600
orchestration,557083,295200
orchestration,379761,298800
orchestration,437418,302400
orchestration,421494,306000
orchestration,403431,309600
orchestration,424980,313200
orchestration,436408,316800
orchestration,421654,320400
orchestration,441583,324000
orchestration,411191,327600
orchestration,408039,331200
orchestration,421749,334800
orchestration,462186,338400
orchestration,488265,342000
orchestration,532738,345600
orchestration,511203,349200
orchestration,460104,352800
orchestration,482893,356400
orchestration,515509,360000
orchestration,500014,363600
orchestration,647919,367200
orchestration,811115,370800
orchestration,1006355,374400
orchestration,1113759,378000
orchestration,1126859,381600
orchestration,1106734,385200
orchestration,966017,388800
orchestration,598613,392400
orchestration,534651,396000
orchestration,596805,399600
orchestration,575683,403200
orchestration,536243,406800
orchestration,528079,410400
orchestration,545146,414000
orchestration,507398,417600
orchestration,492163,421200
orchestration,464237,424800
orchestration,481533,428400
orchestration,495558,432000
orchestration,432166,435600
orchestration,442841,439200
orchestration,445810,442800
orchestration,481160,446400
orchestration,385753,450000
orchestration,680348,453600
orchestration,908291,457200
orchestration,888137,460800
orchestration,988410,464400
orchestration,1139648,468000
orchestration,865954,471600
orchestration,584766,475200
orchestration,502395,478800
orchestration,522314,482400
orchestration,558028,486000
orchestration,520012,489600
orchestration,492181,493200
orchestration,511287,496800
orchestration,474579,500400
orchestration,474358,504000
orchestration,454283,507600
orchestration,428008,511200
orchestration,443536,514800
orchestration,491737,518400
orchestration,434218,522000
orchestration,410604,525600
orchestration,444051,529200
orchestration,458131,532800
orchestration,405844,536400
orchestration,512907,540000
orchestration,799702,543600
orchestration,969118,547200
orchestration,945856,550800
orchestration,1036130,554400
orchestration,645423,558000
orchestration,556086,561600
orchestration,524498,565200
orchestration,538272,568800
orchestration,541433,572400
orchestration,530331,576000
orchestration,502922,579600
orchestration,500324,583200
orchestration,482829,586800
orchestration,492318,590400
orchestration,478986,594000
orchestration,419764,597600
orchestration,478528,601200
orchestration,524088,604800
orchestration,429126,608400
orchestration,454337,612000
orchestration,441967,615600
orchestration,524619,619200
orchestration,492906,622800
orchestration,658796,626400
orchestration,962826,630000
orchestration,856354,633600
orchestration,526884,637200
orchestration,465695,640800
orchestration,472322,644400
orchestration,540762,648000
orchestration,525448,651600
orchestration,507887,655200
orchestration,532863,658800
orchestration,552752,662400
orchestration,514820,666000
orchestration,532104,669600
orchestration,521201,673200
orchestration,514008,676800
orchestration,472483,680400
orchestration,535012,684000
orchestration,374502,687600
orchestration,416995,691200
orchestration,353526,694800
orchestration,333262,698400
orchestration,360745,702000
orchestration,391148,705600
orchestration,329527,709200
orchestration,546166,712800
orchestration,840926,716400
orchestration,858964,720000
orchestration,1017692,723600
orchestration,998979,727200
orchestration,593567,730800
orchestration,459135,734400
orchestration,505971,738000
orchestration,436171,741600
orchestration,490846,745200
orchestration,484084,748800
orchestration,427499,752400
orchestration,441031,756000
orchestration,425196,759600
orchestration,451878,763200
orchestration,398526,766800
orchestration,396267,770400
orchestration,412137,774000
orchestration,425704,777600
orchestration,386317,781200
orchestration,329185,784800
orchestration,358830,788400
orchestration,428718,792000
orchestration,380818,795600
orchestration,698576,799200
orchestration,777242,802800
orchestration,846401,806400
orchestration,1010344,810000
orchestration,864951,813600
orchestration,423944,817200
orchestration,469730,820800
orchestration,468225,824400
orchestration,525122,828000
orchestration,508726,831600
orchestration,487622,835200
orchestration,480809,838800
orchestration,463776,842400
orchestration,453797,846000
orchestration,485563,849600
orchestration,451756,853200
orchestration,437987,856800
orchestration,399673,860400
orchestration,434684,864000
orchestration,405593,867600
orchestration,359650,871200
orchestration,447337,874800
orchestration,460735,878400
orchestration,379728,882000
orchestration,558175,885600
orchestration,829096,889200
orchestration,874483,892800
orchestration,807721,896400
orchestration,1034015,900000
orchestration,674312,903600
orchestration,488252,907200
orchestration,541736,910800
orchestration,457402,914400
orchestration,550263,918000
orchestration,561109,921600
orchestration,454144,925200
orchestration,464669,928800
orchestration,523371,932400
orchestration,539359,936000
orchestration,501525,939600
orchestration,506515,943200
orchestration,486534,946800
orchestration,463797,950400
orchestration,393928,954000
orchestration,368046,957600
orchestration,379632,961200
orchestration,418187,964800
orchestration,359770,968400
orchestration,523229,972000
orchestration,740322,975600
orchestration,992730,979200
orchestration,1133309,982800
orchestration,781977,986400
orchestration,459490,990000
orchestration,453904,993600
orchestration,449436,997200
orchestration,490977,1000800
orchestration,540339,1004400
orchestration,497536,1008000
orchestration,446559,1011600
orchestration,478157,1015200
orchestration,484305,1018800
orchestration,463539,1022400
orchestration,410891,1026000
orchestration,386488,1029600
orchestration,357927,1033200
orchestration,428638,1036800
orchestration,365883,1040400
orchestration,378238,1044000
orchestration,364907,1047600
orchestration,408852,1051200
orchestration,341869,1054800
orchestration,525902,1058400
orchestration,808288,1062000
orchestration,807291,1065600
orchestration,437044,1069200
orchestration,420856,1072800
orchestration,413303,1076400
orchestration,466012,1080000
orchestration,425809,1083600
orchestration,427957,1087200
orchestration,450740,1090800
orchestration,449162,1094400
orchestration,419930,1098000
orchestration,444191,1101600
orchestration,368265,1105200
orchestration,386864,1108800
orchestration,375775,1112400
orchestration,373360,1116000
orchestration,333251,1119600
orchestration,419033,1123200
orchestration,373889,1126800
orchestration,347422,1130400
orchestration,361155,1134000
orchestration,431913,1137600
orchestration,327883,1141200
orchestration,577356,1144800
orchestration,680267,1148400
orchestration,793881,1152000
orchestration,804702,1155600
orchestration,936388,1159200
orchestration,659166,1162800
orchestration,478544,1166400
orchestration,476655,1170000
orchestration,444755,1173600
orchestration,468192,1177200
orchestration,441849,1180800
orchestration,420865,1184400
orchestration,406994,1188000
orchestration,380078,1191600
orchestration,394888,1195200
orchestration,385640,1198800
orchestration,395911,1202400
orchestration,382591,1206000
others,23165,0
others,21228,3600
others,110120,7200
others,66047,10800
others,45274,14400
others,44479,18000
others,51182,21600
others,30514,25200
others,30232,28800
others,26422,32400
others,21699,36000
others,21825,39600
others,26737,43200
others,27560,46800
others,27470,50400
others,22811,54000
others,23170,57600
others,22731,61200
others,25959,64800
others,22073,68400
others,21891,72000
others,23283,75600
others,21460,79200
others,24606,82800
others,69199,86400
others,67980,90000
others,57282,93600
others,54269,97200
others,65215,100800
others,51456,104400
others,80194,108000
others,56665,111600
others,68160,115200
others,52835,118800
others,55971,122400
others,128988,126000
others,207209,129600
others,56152,133200
others,53421,136800
others,46721,140400
others,44100,144000
others,39701,147600
others,36101,151200
others,27194,154800
others,22471,158400
others,22246,162000
others,22216,165600
others,22538,169200
others,63612,172800
others,59889,176400
others,61216,180000
others,59969,183600
others,65066,187200
others,62448,190800
others,77570,194400
others,60898,198000
others,98435,201600
others,61979,205200
others,60390,208800
others,55644,212400
others,35066,216000
others,36809,219600
others,32547,223200
others,32727,226800
others,34016,230400
others,27217,234000
others,25694,237600
others,25112,241200
others,22124,244800
others,24179,248400
others,23346,252000
others,23891,255600
others,35763,259200
others,31156,262800
others,32301,266400
others,28363,270000
others,35117,273600
others,34797,277200
others,50476,280800
others,32889,284400
others,29292,288000
others,27792,291600
others,28442,295200
others,29851,298800
others,25723,302400
others,28730,306000
others,25599,309600
others,23998,313200
others,23801,316800
others,25318,320400
others,23852,324000
others,23560,327600
others,23438,331200
others,22241,334800
others,26209,338400
others,50947,342000
others,60347,345600
others,53738,349200
others,55698,352800
others,57719,356400
others,58737,360000
others,69816,363600
others,93999,367200
others,167011,370800
others,75833,374400
others,119462,378000
others,227178,381600
others,56974,385200
others,83167,388800
others,72626,392400
others,349094,396000
others,206342,399600
others,136341,403200
others,101595,406800
others,221154,410400
others,209893,414000
others,80958,417600
others,25481,421200
others,42324,424800
others,65781,428400
others,24398,432000
others,31790,435600
others,21148,439200
others,18408,442800
others,25374,446400
others,28998,450000
others,49179,453600
others,21526,457200
others,15742,460800
others,15628,464400
others,16239,468000
others,14593,471600
others,18401,475200
others,17112,478800
others,17787,482400
others,18023,486000
others,18304,489600
others,20228,493200
others,19173,496800
others,16792,500400
others,17165,504000
others,16617,507600
others,16507,511200
others,19118,514800
others,17018,518400
others,17475,522000
others,19943,525600
others,16694,529200
others,21324,532800
others,27251,536400
others,36751,540000
others,40526,543600
others,20695,547200
others,14252,550800
others,13121,554400
others,13890,558000
others,14871,561600
others,15218,565200
others,15009,568800
others,15476,572400
others,15788,576000
others,16467,579600
others,15990,583200
others,16048,586800
others,17269,590400
others,19196,594000
others,112090,597600
others,33426,601200
others,22846,604800
others,22124,608400
others,99567,612000
others,60822,615600
others,49836,619200
others,44944,622800
others,84872,626400
others,56163,630000
others,25875,633600
others,20563,637200
others,20037,640800
others,22229,644400
others,28443,648000
others,24778,651600
others,23154,655200
others,23156,658800
others,21887,662400
others,22390,666000
others,21277,669600
others,30289,673200
others,20855,676800
others,21560,680400
others,21317,684000
others,22987,687600
others,57344,691200
others,68905,694800
others,60216,698400
others,22851,702000
others,27318,705600
others,23810,709200
others,39286,712800
others,36279,716400
others,29827,720000
others,23723,723600
others,23600,727200
others,24305,730800
others,34779,734400
others,34841,738000
others,34391,741600
others,27282,745200
others,27054,748800
others,22589,752400
others,22131,756000
others,25370,759600
others,25104,763200
others,20021,766800
others,34046,770400
others,26850,774000
others,119780,777600
others,136045,781200
others,213072,784800
others,88460,788400
others,142673,792000
others,121770,795600
others,132131,799200
others,148283,802800
others,158698,806400
others,116956,810000
others,109135,813600
others,115082,817200
others,118001,820800
others,114282,824400
others,102871,828000
others,97704,831600
others,93808,835200
others,93310,838800
others,39983,842400
others,22886,846000
others,20751,849600
others,22173,853200
others,20286,856800
others,25661,860400
others,39735,864000
others,39425,867600
others,41270,871200
others,46530,874800
others,59516,878400
others,69288,882000
others,82451,885600
others,87128,889200
others,69359,892800
others,68522,896400
others,72088,900000
others,72064,903600
others,86134,907200
others,52183,910800
others,32017,914400
others,27226,918000
others,20983,921600
others,21361,925200
others,19203,928800
others,22667,932400
others,23611,936000
others,21857,939600
others,21221,943200
others,21615,946800
others,131988,950400
others,129132,954000
others,110326,957600
others,115602,961200
others,121836,964800
others,117714,968400
others,86473,972000
others,34721,975600
others,39717,979200
others,38424,982800
others,40273,986400
others,44825,990000
others,39309,993600
others,38186,997200
others,33972,1000800
others,30884,1004400
others,62649,1008000
others,28482,1011600
others,21966,1015200
others,20737,1018800
others,21395,1022400
others,18330,1026000
others,18158,1029600
others,18928,1033200
others,20872,1036800
others,21306,1040400
others,21714,1044000
others,19808,1047600
others,28775,1051200
others,31424,1054800
others,46366,1058400
others,26502,1062000
others,20248,1065600
others,19149,1069200
others,18576,1072800
others,18238,1076400
others,20033,1080000
others,19150,1083600
others,21091,1087200
others,20466,1090800
others,20242,1094400
others,20403,1098000
others,17162,1101600
others,15156,1105200
others,15345,1108800
others,15255,1112400
others,15145,1116000
others,15770,1119600
others,17035,1123200
others,16657,1126800
others,20642,1130400
others,15688,1134000
others,29118,1137600
others,29724,1141200
others,45503,1144800
others,30782,1148400
others,17424,1152000
others,14961,1155600
others,17950,1159200
others,14696,1162800
others,16506,1166400
others,18119,1170000
others,15879,1173600
others,16028,1177200
others,15870,1180800
others,17604,1184400
others,16582,1188000
others,16041,1191600
others,18841,1195200
others,17581,1198800
others,20465,1202400
others,22713,1206000
queue,13318676,0
queue,13368274,3600
queue,14202788,7200
queue,13700915,10800
queue,14535180,14400
queue,14342425,18000
queue,15031539,21600
queue,15452081,25200
queue,15464723,28800
queue,15472082,32400
queue,15974128,36000
queue,16454484,39600
queue,16553075,43200
queue,17930739,46800
queue,18298910,50400
queue,18307213,54000
queue,18274226,57600
queue,17893625,61200
queue,17566761,64800
queue,16827203,68400
queue,15813805,72000
queue,15376859,75600
queue,14266999,79200
queue,14121591,82800
queue,13991523,86400
queue,13704219,90000
queue,13903311,93600
queue,14121744,97200
queue,13925257,100800
queue,13118767,104400
queue,14246903,108000
queue,15086720,111600
queue,15482176,115200
queue,15484476,118800
queue,15771032,122400
queue,15616250,126000
queue,17483855,129600
queue,17450215,133200
queue,17562680,136800
queue,17452590,140400
queue,17382278,144000
queue,17171254,147600
queue,17364817,151200
queue,16981812,154800
queue,16794607,158400
queue,17060934,162000
queue,16578386,165600
queue,16076859,169200
queue,15208239,172800
queue,15022788,176400
queue,15129531,180000
queue,14199569,183600
queue,13720574,187200
queue,13526068,190800
queue,14108496,194400
queue,14458283,198000
queue,14342707,201600
queue,15050643,205200
queue,14920172,208800
queue,15412684,212400
queue,15025990,216000
queue,16447471,219600
queue,16785823,223200
queue,16664183,226800
queue,16376506,230400
queue,17477966,234000
queue,21399748,237600
queue,17014643,241200
queue,16906816,244800
queue,16739000,248400
queue,16839073,252000
queue,16320377,255600
queue,16088895,259200
queue,16736293,262800
queue,15586176,266400
queue,15456896,270000
queue,14812692,273600
queue,15038397,277200
queue,15693477,280800
queue,16281314,284400
queue,16427208,288000
queue,16287661,291600
queue,16314743,295200
queue,16749661,298800
queue,17490327,302400
queue,18145479,306000
queue,17704691,309600
queue,17307403,313200
queue,16915952,316800
queue,17253302,320400
queue,16961039,324000
queue,16798404,327600
queue,15872665,331200
queue,14837656,334800
queue,15417754,338400
queue,13910082,342000
queue,13509131,345600
queue,12787375,349200
queue,13388449,352800
queue,13215594,356400
queue,12833413,360000
queue,14659486,363600
queue,15476725,367200
queue,16015163,370800
queue,16103583,374400
queue,16125259,378000
queue,16461204,381600
queue,16902607,385200
queue,17214537,388800
queue,18364905,392400
queue,17275394,396000
queue,16786896,399600
queue,17154730,403200
queue,16798110,406800
queue,17232955,410400
queue,16508282,414000
queue,16133942,417600
queue,16728575,421200
queue,15641187,424800
queue,14771125,428400
queue,13811304,432000
queue,14451336,435600
queue,15056526,439200
queue,16664578,442800
queue,16579644,446400
queue,16511975,450000
queue,17229208,453600
queue,17983097,457200
queue,17741408,460800
